llm_name,metadata_format,processing_stage,url,metadata_field,findability,annot_missing,value_annot,value_pred,rouge,levenshtein,relevancy,faithfulness,domain,provider,name,Metadata availability
Gemini 2.5 Flash,cedar,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,Description,1,False,"eBird is a collective enterprise that takes a novel approach to citizen science by developing cooperative partnerships among experts in a wide range of fields: population ecologists, conservation biologists, quantitative ecologists, statisticians, computer scientists, GIS and informatics specialists, application developers, and data administrators. Managed by the Cornell Lab of Ornithology eBird’s goal is to increase data quantity through participant recruitment and engagement globally, but also to quantify and control for data quality issues such as observer variability, imperfect detection of species, and both spatial and temporal bias in data collection. eBird data are openly available and used by a broad spectrum of students, teachers, scientists, NGOs, government agencies, land managers, and policy makers. The result is that eBird has become a major source of biodiversity data, increasing our knowledge of the dynamics of species distributions, and having a direct impact on the conservation of birds and their habitats.",eBird Observation Dataset Description. eBird is a citizen science initiative by the Cornell Lab of Ornithology that gathers and improves bird observation data globally through collaborative partnerships.,0.1590909090909091,0.16666666666666663,0.7928469929712726,1.0,gbif.org,GBIF,eBird observation dataset (GBIF),Available and structured
Gemini 2.5 Flash,cedar,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,Description,1,False,"This camera trap pilot 1 was primarily focused on testing camera deployment, data accumulation and data transmission (4G coverage) in a remote dune location of the Netherlands. Three Snyper Commander cameras were deployed from August 13th 2021 to August 2023 (approx. 747 days). The three cameras were placed within exclosures (locations Zilkerpad, van Limburgstirum Vallei and Wolfsveld in the Amsterdam Water Supply Dunes), at 30 cm above the ground. All images from 14th of August 2021 until 31st of December 2022 were annotated, with a total of 30,464 images over 505 days from the three cameras. A detailed description of the dataset can be found in a data paper published in the journal Data in Brief (Evans et al. 2024, https://doi.org/10.1016/j.dib.2024.110544).","This camera trap pilot 1 was primarily focused on testing camera deployment, data accumulation and data transmission (4G coverage) in a remote dune location of the Netherlands.",0.3439490445859873,0.22857142857142854,0.7647867817261894,1.0,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Available and structured
Gemini 2.5 Flash,cedar,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,Description,1,False,"Camera trap pilot 2 was a test of the difference in species detection and data accumulation between a Snyper Commander camera with a regular lens (52°) and one with a wide lens (100°). The cameras were deployed at 30 cm above the ground within the herbivore exclosure Zeeveld Noord in the Amsterdam Water Supply Dunes from 14th of August 2021 to 24th of September 2021. During this pilot, a solar panel failure caused the cameras to stop recording data from the 24th of August 2021 to the 6th of September (14 days). During annotation, only days in which both cameras were operational were annotated. This led to a total of 1,113 images over 28 days from the two cameras. A detailed description of the dataset can be found in a data paper published in the journal Data in Brief (Evans et al. 2024, https://doi.org/10.1016/j.dib.2024.110544).",Camera trap pilot 2 was a test of the difference in species detection and data accumulation between a Snyper Commander camera with a regular lens (52°) and one with a wide lens (100°),0.3548387096774193,0.21759809750297265,0.755253706770329,1.0,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Available and structured
Gemini 2.5 Flash,cedar,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,Description,1,False,"Camera trapping pilot 3 was a test of the effect of lens angle, as well as a test of the influence of camera height and being deployed outside herbivore exclosures (security, herbivore damage, more varied habitat types). At each of three locations (all in the area Westweg of the Amsterdam Water Supply Dunes), both a regular lens Snyper Commander camera (52°) and a wide lens Wilsus Tradenda camera (100°) were deployed (n = 6 cameras). The cameras were placed at different heights at each location (30 cm, 40 cm and 50 cm above the ground). A month of data from this pilot was annotated, from 1st March 2023 to 31st of March 2023. This led to a total of 16,020 annotated images over 31 days from six cameras. A detailed description of the dataset can be found in a data paper published in the journal Data in Brief (Evans et al. 2024, https://doi.org/10.1016/j.dib.2024.110544).","Camera trapping pilot 3. This dataset details camera trapping pilot 3, a study testing the effects of lens angle and camera height in the Amsterdamse Waterleidingduinen, which generated 16,020 annotated images from March 1 to March 31, 2023.",0.21,0.21250000000000002,0.759809647811783,1.0,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Available and structured
Gemini 2.5 Flash,cedar,Post,https://zenodo.org/records/11440456,Description,1,False,"Three camera trap data packages (https://camtrap-dp.tdwg.org/) of data collected as part of pilot studies carried out in the  Amsterdamse Waterleidingduinen. The pilots were aimed at determining how different types of camera deployment (e.g. regular vs. wide lens, various heights, inside/outside exclosures) might influence species detections, and how to deploy autonomous wildlife monitoring networks. Two pilots were conducted in herbivore exclosures and mainly detected European rabbits (Oryctolagus cuniculus) and red fox (Vulpes vulpes). The third pilot was conducted outside exclosures, with the European fallow deer (Dama dama) being most prevalent. Across all three pilots, a total of 47,597 images were annotated using the Agouti platform. All annotations were verified and quality-checked by a human expert. A total of 2,779 observations of 20 different species (including humans) were observed using 11 wildlife cameras during 2021–2023. The raw image files (excluding humans), image metadata, deployment metadata and observations from each pilot are shared using the Camtrap DP open standard and the extended data publishing capabilities of GBIF to increase the findability, accessibility, interoperability, and reusability of this data. The data are freely available and can be used for developing artificial intelligence (AI) algorithms that automatically detect and identify species from wildlife camera images.","The dataset comprises three camera trap data packages from pilot studies in the Amsterdamse Waterleidingduinen, aiming to understand camera deployment influence on species detections and to develop autonomous wildlife monitoring networks.",0.1908713692946058,0.1394533987386125,0.7837997567047464,0.75,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Available and structured
Gemini 2.5 Flash,cedar,Post,https://zenodo.org/records/8319440,Description,1,False,"This dataset comprises high-resolution land use data downscaled from LUH2 scenarios for Belgium at both 10 m and 100 m resolutions. These datasets were generated based on research conducted by Rashidi et al. in 2023 and published in the Land Journal. We employed the GLOBIO land allocation routine to downscale fractional land use data, originally at a 0.25 deg resolution (approximately 25 km), into discrete land use maps at 10 m and 100 m resolutions. This process utilized three distinct reference land cover maps: ESA WorldCover at 10 m resolution, ESA WorldCover upscaled to 100 m resolution, and CORINE land cover at 100 m resolution. During the downsizing process, we considered three SSP-RCP scenarios to model land use trends for both the present and the year 2050 on a national scale in Belgium. Key components of the model included regional land use demand, an assessment of grid cells suitability for various land use types, and a reference land cover map. It is important to note that the classification system used in the reference maps differs from that of LUH2. To ensure comparability for land use simulations, we conducted a reclassification process following the methodologies outlined by Pérez-Hoyos et al. (2012), Dong et al. (2018), and Liao et al. (2020). This reclassification consolidated land use classes, except for water, into seven general categories: 1) urban, 2) cropland, 3) pasture, 4) forestry, 5) secondary vegetation, 6) undefined, and 7) natural. The raw data consists of three folders corresponding to the three reference maps, each containing four TIFF files (.tif), one for each scenario type.",This dataset comprises high-resolution land use data downscaled from LUH2 scenarios for Belgium at both 10 m and 100 m resolutions,0.1522491349480969,0.07955936352509185,0.9142468917363652,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Available and structured
Gemini 2.5 Flash,cedar,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Keywords,2,False,"Biotic, water bottom, TMAP, Trilateral Wadden sea, UNESCO world heritage, Nature value, Ecotopes","TMAP, Trilaterale Waddenzee, UNESCO Werelderfgoed, Natuurwaarde, Ecotopen, Biotisch, Waterbodem",0.18181818181818185,0.33333333333333337,0.7782436132137325,0.5714285714285714,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Available but unstructured
Gemini 2.5 Flash,cedar,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Keywords,2,False,"Human co-use, Wadden balance, Wadden provinces, Broad prosperity, Economy","Menselijk medegebruik, Waddenbalans, Waddenprovincies, Brede welvaart, Economie",0.11764705882352941,0.5316455696202531,0.7864309234037608,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Available but unstructured
Gemini 2.5 Flash,cedar,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Keywords,2,False,"Ecotope map, salt ecotope map, MWTL, intertidal zone, ecotopes, abiotic, morphology","Ecotopenkaart, Zoute Ecotopenkaart, MWTL, Intergetijdengebied, Ecotopen",0.11764705882352942,0.42168674698795183,0.7734201262270369,0.2,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Available but unstructured
Gemini 2.5 Flash,cedar,Post,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Keywords,1,False,"landsat, nasa, satellite-imagery, sentinel, usgs","landsat, nasa, satellite-imagery, sentinel, usgs",1.0,1.0,0.791423155360944,1.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Available and structured
Gemini 2.5 Flash,cedar,Post,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Keywords,1,False,"forest reserve, monitoring, database, non-intervention dynamics","Forest Reserve, Monitoring, Database, Non-intervention Dynamics",1.0,0.9047619047619048,0.7863781246797833,1.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Available and structured
Gemini 2.5 Flash,cedar,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,Keywords,0,True,N/A,"MODIS, Terra, Surface Reflectance, 8-Day, Global, 500m, and Atmospheric Correction",0.0,0.012195121951219523,0.802793213986622,1.0,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Unavailable
Gemini 2.5 Flash,cedar,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Keywords,1,False,"landsat, blue, 30m","landsat, blue, 30-m",0.5714285714285715,0.9473684210526316,0.0,1.0,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Available and structured
Gemini 2.5 Flash,cedar,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Keywords,1,False,"landsat, green, 30m","landsat, green, 30-m",0.5714285714285715,0.95,0.0,1.0,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Available and structured
Gemini 2.5 Flash,cedar,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,Keywords,1,False,"landsat, ndvi, 30m","Landsat, Ndvi, 30-M",0.5714285714285715,0.7894736842105263,0.0,1.0,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Available and structured
Gemini 2.5 Flash,cedar,Post,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,Keywords,1,False,"species distribution model, tree species, landsat","Species Distribution Model, Tree Species, Landsat",1.0,0.8775510204081632,0.8106936949191894,0.3333333333333333,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Available and structured
Gemini 2.5 Flash,cedar,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,Keywords,0,True,N/A,"Ornithology, Citizen Science, Biodiversity, Bird Conservation",0.0,0.0,0.7934771475042844,1.0,gbif.org,GBIF,eBird observation dataset (GBIF),Unavailable
Gemini 2.5 Flash,cedar,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,Keywords,0,True,N/A,"Camera Trap Data, Amsterdamse Waterleidingduinen, Pilot Studies",0.0,0.015873015873015928,0.7927204136747957,1.0,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Unavailable
Gemini 2.5 Flash,cedar,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,Keywords,0,True,N/A,"Camera trap, Amsterdamse Waterleidingduinen, Species detection, Data accumulation",0.0,0.012345679012345734,0.7270338612239926,1.0,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Unavailable
Gemini 2.5 Flash,cedar,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,Keywords,0,True,N/A,Camera trap; Amsterdamse Waterleidingduinen; Occurrence data,0.0,0.01666666666666672,0.0,1.0,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Unavailable
Gemini 2.5 Flash,cedar,Post,https://zenodo.org/records/11440456,Keywords,1,False,"ecology, camera trapping, dunes","ecology, camera trapping, dunes",1.0,1.0,0.781533022476688,1.0,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Available and structured
Gemini 2.5 Flash,cedar,Post,https://zenodo.org/records/8319440,Keywords,1,False,spatial downscaling; GLOBIO land use allocation model; land use projection; Socio-economic Pathway (SSP); Representative Concentration Pathways (RCP); scenarios,"spatial downscaling, GLOBIO land use allocation model, land use projection, Socio-economic Pathway (SSP), Representative Concentration Pathways (RCP), scenarios",1.0,0.96875,0.8132690730198823,1.0,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Available and structured
Gemini 2.5 Flash,croissant,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,Description,1,False,"For the proper management of areas such as the Wadden Sea, a consistent and unambiguous insight into the changes in the various landscape units is of great importance. One of the ways to make changes in ecosystems and landscapes visible is with ecotope maps. Ecotopes are “spatially delimited ecological units, the composition and development of which are determined by abiotic, biotic and anthropogenic conditions on site. An ecotope is a recognizable, more or less homogeneous landscape unit.” (Bouma et al., 2005). Ecotope maps are derived from a number of underlying maps of mainly physical factors, which together determine the characteristics of an ecotope. In the Netherlands, the RijksWateren-EcotopenStelsel (RWES) developed by Rijkswaterstaat is used, which has been elaborated for salt waters in the Zoute wateren EcotopenStelsel.",WMR - TMAP: Ecotopenkaart. An ecotope map for the Wadden Sea used to gain insight into changes in ecosystems and landscapes.,0.14965986394557823,0.11533888228299638,0.7675441733299673,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Available and structured
Gemini 2.5 Flash,croissant,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,Description,1,False,"The three Wadden provinces – North Holland, Friesland and Groningen – jointly present the Wadden Balance 2024. This periodic socio-economic monitor provides an up-to-date picture of the broad prosperity and economic activities in the Wadden area. The results show that the broad prosperity in the region differs between the Wadden Islands, port municipalities and coastal municipalities. The Wadden Balance focuses on 14 municipalities in the Wadden area with a total of more than 460,000 inhabitants. The monitor was drawn up by Het PON & Telos, commissioned by the Wadden provinces and in consultation with the Wadden municipalities and the Ministry of LVVN. The monitor uses reliable, regularly available data. Themes such as health, income, well-being, mobility and social cohesion are made clear and compared with national trends for the Wadden area.",Waddenbalans 2024. This periodic socio-economic monitor offers an up-to-date picture of broad prosperity and economic activities in the Wadden area.,0.2692307692307692,0.1672514619883041,0.7679004816837743,0.5,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Available and structured
Gemini 2.5 Flash,croissant,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,Description,1,False,"An ecotope is an ecomorphological, landscape mappable unit. The ecotope system is classified based on the criteria height, current velocity, wave height, drying period, geomorphology, salinity and sediment composition. With the ecotope classification, gradual transitions in these variables are converted into discrete, mappable units. Changes in ecologically relevant changes in current velocity etc. are thus clearly quantifiable and can be used for explorations, planning studies and evaluations of construction and management.","A map representing ecomorphological, landscape-mappable units called ecotopes, classified by criteria such as height, flow velocity, wave height, dry-fall duration, geomorphology, salinity, and sediment composition.",0.32653061224489793,0.2886792452830189,0.7731386501910621,1.0,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Available and structured
Gemini 2.5 Flash,croissant,Post,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,Description,1,False,"The Harmonized Landsat Sentinel-2 (HLS) project provides consistent surface reflectance data from the Operational Land Imager (OLI) aboard the joint NASA/USGS Landsat 8 satellite and the Multi-Spectral Instrument (MSI) aboard Europes Copernicus Sentinel-2A satellites. The combined measurement enables global observations of the land every 2-3 days at 30-meter (m) spatial resolution. The HLS project uses a set of algorithms to obtain seamless products from OLI and MSI that include atmospheric correction, cloud and cloud-shadow masking, spatial co-registration and common gridding, illumination and view angle normalization, and spectral bandpass adjustment. The HLS project distributes data as two separate products: HLSL30 (Landsat 8/9) and HLSS30 (Sentinel-2 A/B). They both provide 30m Nadir Bidirectional Reflectance Distribution Function (BRDF), Adjusted Reflectance (NBAR).",The HLSS30 project provides consistent surface reflectance data from Europe's Copernicus Sentinel-2A satellites for global land observations.,0.2027027027027027,0.1528878822197055,0.7649283144424643,1.0,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Available and structured
Gemini 2.5 Flash,croissant,Post,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,Description,1,False,"The Dutch forest reserves network encompasses about 60 forest reserves representing all major forest types in the Netherlands. The reserves were designated between 1983 and 2000. The present Access-database presents all measurements (mostly between 1982 and 2005) on trees and regeneration in circular sample plots throughout the reserves and in a one ha rectangular core area in each reserve. The data set also includes map data at the reserve level (such as reserve boundaries, samples plots and core areas) and of GIS files derived from tree measurements in the core area.","This dataset describes the Dutch forest reserves network, which includes data on trees and regeneration measurements, map data, and GIS files from approximately 60 forest reserves designated between 1983 and 2000 in the Netherlands.",0.2698412698412698,0.2539130434782608,0.9374860039590143,1.0,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Available and structured
Gemini 2.5 Flash,croissant,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,Description,1,False,"The Moderate Resolution Imaging Spectroradiometer (MODIS) Terra MOD09A1 Version 6.1 product provides an estimate of the surface spectral reflectance of Terra MODIS Bands 1 through 7 corrected for atmospheric conditions such as gasses, aerosols, and Rayleigh scattering. Along with the seven 500 meter (m) reflectance bands are two quality layers and four observation bands. For each pixel, a value is selected from all the acquisitions within the 8-day composite period. The criteria for the pixel choice include cloud and solar zenith. When several acquisitions meet the criteria the pixel with the minimum channel 3 (blue) value is used.","The MODIS Terra MOD09A1 Version 6.1 product estimates surface spectral reflectance for MODIS Bands 1 through 7, corrected for atmospheric conditions.",0.34426229508196726,0.2300469483568075,0.8030637842600555,1.0,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Available and structured
Gemini 2.5 Flash,croissant,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,Description,1,False,Blue band aggregated yearly from 30-m bi-monthly gapfilled GLAD Landsat ARD blue band from 2000 to 2022.,Cloud-free Reconstructed Landsat Yearly Blue Band. Blue band aggregated yearly from 30-m bi-monthly gapfilled GLAD Landsat ARD blue band from 2000 to 2022.,0.8444444444444443,0.6709677419354838,0.7997776371776372,0.6666666666666666,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Available and structured
Gemini 2.5 Flash,croissant,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,Description,1,False,Green band aggregated yearly from 30-m bi-monthly gapfilled GLAD Landsat ARD green band from 2000 to 2022.,Green Band Aggregated Yearly From 30-m Bi-monthly Gapfilled GLAD Landsat ARD Green Band From 2000 To 2022,1.0,0.8962264150943396,0.8054448467610054,1.0,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Available and structured
